age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
48,Male,121050,2.48,15,5,7.88,1.2,0.9,2,6.24,3.89,7.86,8.01,92.48,55.06,2.41,0.58,0.29,0.29,0.56,0.69,11.67,26,322,0.49,3,1,607.27,3,4.4,6.57,3.47,23.06,6.52,1.54,5.07,96,5
35,Female,106099,4.06,15,9,7.79,0.25,3.47,2,8.48,3.08,5.92,5.74,69.18,74.36,1.44,0.44,0.19,0.15,0.45,0.22,3.2,31,437,2.6,2,1,118.38,3,5.52,1.9,5.33,25.24,4.86,6.23,2.4,35,4
54,Male,142196,4.53,32,4,5.68,2.02,0.53,9,4.84,5.1,4.6,6.38,76.75,52.16,3.89,0.86,0.19,0.3,0.62,0.89,2.21,27,380,1.5,4,1,46.94,2,3.63,4.51,2.6,15.85,10.98,3.69,7.05,57,2
44,Female,136851,1.32,36,17,6.24,1.87,1.6,6,2.41,2.67,9.14,6.28,74.81,80.74,0.81,0.77,0.38,0.19,0.5,0.45,19.72,1,239,1.35,2,1,143.92,3,5.08,6.47,6.68,27.06,4.9,1.99,5.58,45,1
54,Male,31239,1.08,19,21,8.02,1.28,3.99,6,4.85,7.1,6.37,6.07,80.61,70.78,0.44,0.45,0.11,0.66,0.11,0.39,1.0,1,161,0.95,7,1,737.58,1,5.45,3.24,5.74,28.16,1.53,4.17,3.17,15,6
52,Female,138522,7.57,29,23,5.18,0.42,4.22,4,7.41,4.28,5.34,3.92,52.6,81.46,5.73,0.72,0.12,0.21,0.68,0.78,3.2,19,345,0.84,9,0,4187.63,0,4.07,1.72,4.14,26.27,11.89,3.85,4.79,70,4
58,Male,86900,2.5,37,14,5.35,0.09,0.3,2,2.37,4.37,5.45,5.47,63.81,61.12,2.89,0.15,0.27,0.26,0.44,0.55,3.29,28,71,2.51,6,0,623.75,2,2.8,5.05,6.78,32.27,4.57,5.81,4.76,65,10
50,Female,114187,2.31,18,14,5.94,7.4,0.53,9,4.82,4.15,9.44,6.44,58.79,73.37,0.0,0.82,0.1,0.36,0.84,0.31,9.94,33,216,3.75,4,1,31.71,1,7.91,6.1,10.0,20.75,11.73,5.56,2.44,33,5
40,Female,97708,2.99,15,18,7.0,0.23,0.76,4,6.67,5.64,3.99,5.56,77.8,85.94,2.32,0.8,0.07,0.03,0.87,0.08,7.59,22,72,1.36,2,0,131.28,0,6.7,4.15,8.87,23.68,5.39,3.87,4.1,37,10
56,Female,34584,3.12,12,21,4.94,2.44,3.32,7,3.01,8.64,8.02,3.86,33.65,68.67,2.35,0.54,0.18,0.05,0.7,0.66,5.71,5,201,2.71,10,1,1241.71,2,4.75,6.65,4.32,29.44,6.67,3.41,5.06,86,8
27,Female,149809,5.84,22,20,7.21,1.52,3.73,4,7.34,2.93,7.08,4.98,70.53,55.43,4.63,0.27,0.59,0.26,0.72,0.55,3.83,8,298,0.59,1,0,755.64,0,5.0,5.43,6.08,23.34,8.09,7.52,5.92,59,1
39,Female,37813,5.75,6,16,6.36,0.87,2.28,2,4.85,9.16,5.42,8.17,59.46,82.77,3.87,0.39,0.51,0.33,0.49,0.81,1.78,28,249,0.41,2,1,302.23,0,6.99,4.2,10.0,17.63,12.87,4.56,2.92,64,7
22,Female,128843,3.97,27,7,7.14,1.44,2.7,8,7.24,2.77,6.33,7.41,88.37,45.89,3.1,0.64,0.2,0.32,0.54,0.51,8.58,0,476,1.14,0,0,725.43,3,1.51,3.51,5.2,27.5,8.34,7.48,7.29,62,10
48,Female,9601,7.2,30,23,7.35,2.79,3.62,7,3.27,0.73,6.15,8.31,84.57,73.18,5.72,0.94,0.5,0.46,0.69,0.78,10.26,36,13,1.24,10,1,86.14,2,7.82,3.62,8.2,21.64,12.63,2.51,4.6,43,5
40,Male,17125,5.41,39,24,8.87,0.74,1.98,7,3.98,1.83,3.23,7.29,67.85,72.64,2.81,0.24,0.1,0.59,0.27,0.5,5.52,26,292,1.36,10,0,270.55,0,9.05,6.64,3.93,24.06,6.53,5.72,7.08,16,7
28,Female,71122,3.18,14,8,7.05,1.7,1.39,4,2.04,2.99,6.64,8.02,53.26,82.69,3.34,0.73,0.13,0.46,0.62,0.65,3.06,6,333,1.05,4,1,617.5,1,3.35,5.7,8.35,22.94,3.44,3.89,4.84,93,8
56,Male,92041,4.28,22,16,7.36,0.69,1.51,2,3.98,5.0,6.87,6.29,66.88,36.29,3.87,0.51,0.04,0.19,0.67,0.15,3.78,35,179,4.35,7,0,827.91,1,5.42,6.06,3.22,19.25,11.19,8.56,3.38,16,5
20,Male,63080,1.49,1,3,5.7,2.07,0.65,9,4.6,0.0,1.33,6.01,85.08,63.92,1.6,0.71,0.16,0.44,0.36,0.53,5.25,22,405,1.49,5,1,724.52,1,5.42,4.62,6.84,23.89,2.84,6.49,7.15,69,3
32,Male,118879,1.78,9,0,4.94,0.09,4.29,6,5.77,2.32,6.54,5.8,60.54,83.11,1.95,0.22,0.25,0.32,0.69,0.79,0.4,45,81,0.94,6,0,296.13,2,4.6,3.34,8.15,31.07,4.9,5.14,6.42,23,2
54,Female,100175,4.5,2,3,7.55,3.0,1.59,5,5.52,4.87,8.13,2.96,57.76,46.35,5.68,0.76,0.23,0.69,0.36,0.16,3.21,3,421,3.73,7,0,464.77,1,5.84,4.13,9.33,23.56,5.73,3.96,10.0,40,10
23,Female,122586,3.47,29,6,8.83,0.23,1.58,7,4.82,0.78,3.47,6.3,76.38,41.11,3.39,0.75,0.78,0.12,0.56,0.27,7.67,22,174,1.59,3,0,53.92,3,7.07,0.51,9.03,28.78,5.42,3.88,3.27,33,8
54,Male,96778,5.23,10,19,5.78,2.58,0.44,10,5.4,4.25,5.88,5.53,79.04,66.65,3.24,0.51,0.35,0.33,0.56,0.92,7.9,5,394,5.11,5,0,533.91,3,5.14,3.9,7.79,27.33,10.21,4.03,1.67,27,4
29,Male,27331,6.54,36,14,8.91,1.16,0.91,7,2.29,6.41,8.76,7.14,52.67,100.0,3.83,0.67,0.18,0.48,0.5,0.39,2.47,5,304,4.61,9,0,440.87,3,3.9,4.82,7.05,24.14,9.33,4.53,2.76,91,3
22,Male,105711,2.37,30,13,7.55,1.93,4.52,3,9.25,9.41,7.85,5.21,51.8,69.35,0.97,0.47,0.16,0.6,0.7,0.84,3.04,3,476,1.94,5,0,51.94,1,3.33,5.34,6.31,19.65,4.47,6.31,0.0,84,4
30,Female,66115,2.65,18,8,5.76,3.85,0.62,7,4.78,4.06,7.27,4.0,57.7,23.2,0.0,0.4,0.37,0.54,0.93,0.52,1.26,48,404,1.01,9,0,1079.19,1,4.68,6.08,4.36,28.98,8.1,3.78,0.0,94,6
37,Male,124081,5.31,10,22,7.57,8.02,0.14,5,3.28,7.49,9.83,5.09,82.9,75.48,3.78,0.72,0.28,0.06,0.43,0.4,2.13,49,115,1.89,4,1,642.3,0,5.15,7.84,5.12,24.41,6.65,3.88,3.35,76,4
51,Female,56354,5.44,12,14,7.74,0.48,0.47,7,4.64,8.31,5.17,2.08,97.88,50.77,4.96,0.52,0.4,0.25,0.64,0.83,10.09,31,70,0.28,7,1,549.65,2,5.81,2.57,4.95,24.04,8.39,4.57,5.84,48,6
34,Male,84581,8.76,28,0,6.13,0.09,3.9,10,5.46,7.01,0.0,5.24,71.28,87.93,6.94,0.88,0.2,0.5,0.63,0.82,2.82,6,490,0.54,6,1,24.85,0,3.54,1.93,5.88,26.63,12.78,10.0,4.57,88,9
56,Female,77660,0.86,26,19,5.97,0.01,6.94,3,4.6,10.0,4.96,5.41,81.79,100.0,0.42,0.33,0.08,0.22,0.25,0.47,0.78,23,225,1.79,8,1,281.13,3,6.83,6.53,7.64,22.69,3.54,5.33,5.07,75,7
59,Male,128511,5.31,15,9,5.28,1.85,0.24,5,6.96,5.31,4.75,9.24,100.0,59.37,4.53,0.19,0.37,0.2,0.42,0.65,4.39,22,86,0.78,7,1,1178.92,3,2.59,1.93,7.28,27.94,9.18,3.55,4.17,84,3
18,Female,138941,4.32,13,3,7.12,0.15,2.69,9,5.92,2.45,8.49,4.55,48.22,81.09,3.13,0.6,0.39,0.66,0.17,0.13,3.99,42,220,4.11,2,0,28.26,3,3.77,4.88,4.2,26.1,4.99,4.7,4.18,46,10
38,Male,85516,0.99,22,23,10.7,3.16,0.5,8,2.06,8.43,3.26,10.0,59.3,70.1,0.0,0.33,0.19,0.24,0.42,0.22,3.47,25,133,0.72,0,0,236.62,2,1.57,5.63,1.4,26.21,3.58,5.95,1.35,13,1
57,Female,119114,3.13,3,6,6.46,3.59,1.54,8,0.86,2.86,6.8,10.0,88.12,62.98,0.62,0.57,0.21,0.41,0.21,0.42,7.12,39,263,0.82,3,1,12.63,3,3.28,6.24,8.13,26.14,3.62,4.97,3.68,97,5
44,Male,135473,10.08,27,18,7.21,3.44,0.14,6,5.7,6.29,6.28,7.71,67.53,72.49,6.96,0.3,0.18,0.14,0.21,0.65,1.04,29,5,0.38,0,1,555.91,1,6.53,5.21,6.7,32.17,12.68,5.69,2.51,16,3
34,Female,33840,6.43,7,5,6.02,2.06,2.28,9,6.82,5.1,8.85,7.89,62.1,78.86,4.31,0.54,0.15,0.08,0.02,0.57,0.35,41,230,1.78,8,1,115.21,3,2.96,3.77,4.85,25.29,9.75,2.63,0.09,38,2
18,Female,55867,8.38,1,8,8.11,1.14,2.4,1,4.99,7.3,3.54,4.07,79.59,61.11,6.6,0.02,0.26,0.13,0.33,0.42,22.93,22,187,1.6,4,0,17.4,1,2.33,4.57,4.27,28.33,11.45,2.92,2.2,42,2
32,Other,10973,7.93,12,2,7.06,2.85,1.01,5,3.86,6.41,6.37,7.35,85.33,74.87,6.03,0.56,0.4,0.35,0.31,0.77,1.68,42,191,0.8,8,0,425.85,0,5.99,7.83,2.93,23.47,11.02,8.8,2.97,68,6
57,Female,10128,1.77,15,2,9.32,0.13,2.01,8,3.86,0.0,5.32,6.87,75.96,57.88,1.28,0.4,0.17,0.31,0.69,0.33,4.29,29,264,1.33,3,1,223.77,1,7.0,3.95,5.17,22.07,5.22,2.36,3.71,35,3
41,Female,69481,1.21,28,15,6.38,1.63,0.97,5,7.78,7.6,7.83,6.22,85.87,73.19,0.36,0.5,0.47,0.22,0.65,0.53,2.74,8,181,2.94,2,1,822.25,1,5.96,6.44,5.23,30.6,10.84,4.07,4.39,6,8
33,Male,53650,3.86,26,8,6.14,0.48,4.54,4,4.66,2.94,3.36,0.39,100.0,64.72,3.4,0.25,0.33,0.48,0.02,0.12,9.71,25,97,1.07,4,1,148.14,1,6.33,5.1,3.21,24.96,10.26,6.22,5.02,84,1
43,Male,125152,1.79,18,0,7.41,3.52,0.14,8,4.17,7.28,2.81,7.26,86.56,67.34,2.2,0.54,0.15,0.22,0.41,0.6,1.21,40,226,4.08,2,1,50.05,1,5.05,3.59,7.47,25.14,5.02,5.6,2.94,83,1
59,Female,65624,1.29,15,5,10.0,3.07,0.44,2,7.48,6.07,7.46,7.01,61.42,72.38,1.64,0.7,0.07,0.12,0.62,0.68,6.63,38,326,2.05,2,1,331.45,1,7.38,2.4,6.24,20.3,4.16,7.28,6.34,13,10
58,Male,108486,0.4,27,10,7.85,0.63,2.23,7,6.03,3.81,6.75,4.16,67.87,61.95,0.0,0.41,0.14,0.28,0.44,0.22,3.35,21,428,0.87,1,0,155.3,0,6.6,8.82,4.65,27.31,3.17,4.27,5.26,35,9
50,Female,76221,1.92,16,14,8.39,1.81,2.94,7,3.32,6.96,7.29,8.73,64.51,60.53,1.58,0.75,0.15,0.43,0.32,0.44,9.38,41,354,1.15,8,0,145.59,3,2.58,8.97,5.16,27.85,2.4,6.76,2.17,93,5
41,Male,32755,1.0,10,7,8.51,3.61,0.88,7,4.13,1.45,8.97,10.0,42.67,57.43,1.42,0.62,0.41,0.76,0.84,0.71,5.97,28,357,1.07,4,1,395.63,0,1.23,7.65,4.57,25.34,5.36,8.46,4.6,82,5
36,Female,107895,6.25,39,0,10.21,3.27,0.5,5,8.34,2.19,8.43,4.26,85.0,86.88,7.49,0.3,0.27,0.34,0.21,0.58,2.99,37,120,2.93,3,0,310.58,3,3.93,6.05,4.23,29.55,7.71,4.66,6.66,27,5
40,Female,108067,0.73,4,19,8.47,5.41,3.27,9,4.12,3.45,9.64,4.82,46.35,74.05,1.88,0.77,0.5,0.74,0.65,0.76,5.61,3,452,1.3,2,1,373.1,2,6.92,3.26,3.34,24.01,3.23,5.28,3.9,62,5
46,Male,79837,7.36,20,6,7.88,1.22,0.51,1,5.32,4.1,6.64,0.76,78.11,68.54,5.42,0.75,0.35,0.53,0.42,0.6,6.95,33,146,0.21,7,0,47.39,1,2.58,6.57,5.18,21.13,13.6,3.78,8.42,8,1
59,Male,8534,6.33,14,16,8.05,0.63,1.2,2,3.67,3.34,4.49,8.65,78.27,80.81,3.51,0.43,0.19,0.58,0.9,0.32,9.02,23,114,4.15,1,1,254.68,2,3.35,3.9,3.65,20.01,8.35,0.43,6.27,83,5
26,Male,51410,5.12,35,11,7.86,0.42,8.67,6,5.81,1.82,6.62,5.31,87.95,77.96,3.11,0.41,0.37,0.6,0.22,0.38,3.93,32,275,7.59,9,1,44.23,0,2.77,2.42,2.68,28.74,6.32,1.01,8.8,37,4
44,Female,58559,5.11,35,10,8.37,3.88,1.05,2,5.74,9.66,1.24,8.05,57.33,80.54,3.12,0.37,0.16,0.56,0.54,0.78,13.4,2,251,4.99,3,1,190.57,2,4.91,7.89,6.74,23.71,7.49,7.55,3.92,86,4
16,Female,8665,4.48,14,5,6.12,0.85,0.91,5,1.62,4.05,4.99,5.8,67.08,41.92,4.31,0.79,0.15,0.43,0.41,0.39,2.86,38,198,0.92,8,0,135.11,4,4.69,6.93,8.27,18.86,5.14,7.25,7.6,92,6
40,Female,20630,3.94,31,20,8.41,0.71,1.95,8,3.02,8.61,7.2,6.92,49.39,73.38,1.69,0.66,0.16,0.21,0.8,0.36,9.48,27,135,2.05,4,0,246.75,2,6.86,6.67,6.63,27.99,6.07,4.2,3.94,65,4
21,Male,10360,4.93,10,14,7.18,1.55,7.45,9,7.71,0.0,6.14,5.86,41.16,73.78,3.85,0.15,0.47,0.22,0.16,0.45,4.0,33,158,0.91,6,1,5.48,0,3.73,7.22,4.99,27.57,8.49,6.63,6.91,41,1
32,Female,68019,7.54,26,8,8.23,1.86,2.17,5,7.56,5.19,6.03,6.16,44.19,74.4,7.58,0.47,0.31,0.35,0.35,0.28,6.76,45,352,0.91,7,0,376.34,2,6.39,4.57,6.19,23.52,11.43,4.92,2.11,60,5
37,Male,37099,4.38,13,1,6.82,0.02,0.87,5,5.87,3.82,4.82,5.65,53.75,58.81,2.07,0.46,0.14,0.44,0.33,0.49,5.14,27,397,1.57,5,1,147.43,2,5.67,6.76,7.21,29.03,7.07,6.13,1.81,22,4
22,Female,11403,3.93,17,2,6.65,2.29,1.03,1,4.35,5.31,6.06,7.32,77.1,62.48,2.6,0.64,0.19,0.48,0.41,0.22,7.63,37,436,2.14,2,1,12.79,0,7.48,3.01,3.06,25.26,5.73,3.63,10.0,46,5
34,Female,57724,4.38,9,12,9.43,0.68,2.1,9,5.55,7.25,7.15,6.98,49.88,68.05,2.76,0.94,0.13,0.34,0.97,0.58,15.24,19,126,4.01,2,1,108.93,2,4.89,5.21,8.56,22.22,9.17,3.59,3.07,52,8
52,Male,59061,4.12,2,4,7.65,1.14,2.96,10,3.88,3.48,7.63,5.49,65.93,98.97,3.08,0.61,0.28,0.5,0.63,0.67,7.82,39,449,1.71,5,0,1011.28,1,3.39,4.92,7.7,25.47,5.79,4.93,0.0,83,7
40,Female,145882,4.54,34,6,6.38,1.2,0.12,3,7.44,6.45,5.71,9.03,99.98,69.18,2.31,0.45,0.1,0.35,0.23,0.65,1.67,39,46,2.94,9,1,2079.16,1,2.88,4.34,4.05,21.6,5.69,7.89,0.88,77,3
27,Male,109612,2.34,26,12,10.52,1.31,0.96,1,4.91,0.64,4.11,6.46,76.85,77.85,0.0,0.55,0.15,0.67,0.9,0.38,11.94,14,488,2.44,6,0,146.15,2,4.96,4.87,4.99,29.73,4.54,5.31,0.0,68,8
45,Male,137125,4.85,12,18,6.4,0.53,2.25,6,7.87,2.27,6.37,4.98,64.98,86.1,5.41,0.32,0.28,0.35,0.91,0.49,2.17,14,197,0.72,8,1,60.92,1,3.77,4.44,7.39,25.63,6.31,4.03,7.35,32,8
50,Female,39843,1.34,2,18,8.55,1.39,1.44,10,6.9,2.5,6.01,2.59,45.36,84.82,0.67,0.14,0.21,0.42,0.76,0.34,5.97,21,151,0.59,7,0,1943.61,1,1.39,9.52,3.13,20.03,8.32,7.37,2.44,31,8
28,Male,141267,3.13,2,13,5.91,0.27,0.72,6,3.82,4.47,6.83,6.76,92.11,71.47,1.94,0.68,0.43,0.1,0.09,0.71,7.8,41,440,1.91,9,0,486.36,2,3.48,10.0,6.5,26.74,17.27,7.99,5.55,16,2
40,Female,124703,5.13,36,13,9.03,1.81,0.2,4,7.37,3.72,7.92,4.39,46.66,71.15,2.58,0.43,0.23,0.26,0.16,0.71,0.74,2,148,1.95,10,1,430.59,0,5.52,6.58,10.0,24.26,10.91,7.27,3.69,93,2
57,Other,83669,2.81,13,16,7.29,12.0,3.88,4,2.18,6.81,3.96,7.48,61.91,48.47,2.42,0.47,0.6,0.29,0.16,0.7,4.4,36,260,3.22,1,0,299.21,1,7.58,2.69,4.9,23.4,5.24,5.18,6.05,43,3
33,Female,88661,3.42,18,17,5.89,5.15,3.73,10,4.9,6.78,7.49,5.83,68.17,54.89,1.47,0.79,0.3,0.44,0.08,0.45,3.16,20,386,0.6,7,1,401.99,2,7.18,2.18,7.3,24.58,5.8,4.93,0.0,46,9
58,Other,60731,4.32,21,20,8.33,0.88,1.15,2,3.24,4.26,8.36,8.44,47.82,80.99,1.78,0.4,0.28,0.08,0.45,0.21,7.82,31,104,0.73,1,0,641.12,0,5.3,5.03,9.42,25.96,5.7,1.78,6.39,74,10
38,Male,22441,1.67,12,5,4.63,0.82,1.74,1,3.73,7.41,0.5,6.57,78.85,76.61,2.07,0.13,0.61,0.42,0.11,0.4,5.81,2,78,0.46,10,1,867.94,2,3.04,5.41,3.39,20.46,5.68,5.12,0.69,78,4
37,Female,104362,8.57,20,10,7.71,0.49,0.21,1,1.17,8.48,5.18,5.57,88.38,68.64,5.35,0.1,0.41,0.62,0.77,0.51,10.6,18,291,0.3,4,0,50.3,2,5.03,4.33,0.95,25.48,11.72,7.62,2.39,8,1
45,Male,84065,1.66,16,17,8.98,2.61,0.49,8,3.77,1.71,5.71,5.21,68.23,39.37,2.09,0.16,0.16,0.45,0.43,0.11,6.64,1,114,6.06,6,0,829.53,0,4.93,0.8,10.0,23.0,1.86,4.77,2.71,2,7
36,Male,22712,3.87,2,9,10.44,1.92,0.83,6,9.31,6.12,1.92,6.97,68.81,82.42,1.73,0.76,0.21,0.48,0.45,0.35,4.1,6,433,1.26,6,0,12.54,1,3.6,4.12,7.45,23.77,7.36,4.1,2.76,89,5
23,Female,42949,0.81,8,5,6.71,0.06,2.62,1,6.22,2.52,7.35,8.3,75.72,57.83,1.88,0.24,0.28,0.83,0.61,0.71,7.38,24,173,1.98,0,0,415.19,3,6.34,4.55,7.24,21.48,6.98,4.92,4.31,63,10
41,Female,100452,3.23,18,0,8.19,0.9,1.33,5,5.23,10.0,6.67,8.92,78.09,72.39,2.76,0.52,0.24,0.35,0.69,0.53,2.54,41,249,1.06,9,0,1478.98,1,5.12,8.37,8.03,25.94,3.81,2.91,3.65,69,10
56,Female,50053,1.78,4,18,5.99,1.71,3.82,4,5.1,3.09,8.9,6.17,62.56,82.09,3.14,0.21,0.24,0.35,0.76,0.43,4.37,46,285,2.65,9,0,1162.98,2,6.03,8.47,5.11,32.05,4.74,5.93,2.52,37,6
33,Female,6841,7.69,36,13,7.52,1.06,0.32,10,6.5,2.88,4.02,8.54,61.26,74.69,5.72,0.81,0.28,0.37,0.5,0.7,12.18,20,193,0.36,10,0,257.37,2,1.86,5.31,3.07,21.61,9.21,0.98,6.21,14,7
33,Male,102157,0.51,13,17,5.32,1.87,1.2,2,3.01,7.66,4.34,6.31,52.04,48.77,1.2,0.32,0.54,0.02,0.69,0.26,8.4,22,219,3.92,8,0,136.46,3,2.95,7.74,8.51,20.56,1.43,3.13,0.71,51,7
32,Male,36228,5.59,15,4,7.57,7.46,2.82,10,9.82,3.91,4.45,5.38,55.95,91.27,3.37,0.86,0.48,0.42,0.58,0.63,2.77,9,154,4.49,7,0,492.65,2,6.47,4.76,3.96,27.68,12.5,7.42,6.36,10,8
26,Male,102491,6.68,8,16,5.29,0.29,0.37,2,3.04,4.35,1.6,4.04,55.08,72.01,4.06,0.5,0.37,0.46,0.6,0.76,1.36,21,244,1.87,9,1,587.76,0,4.83,4.99,6.4,20.74,7.89,5.42,4.57,76,3
26,Female,80082,7.07,13,14,5.25,2.33,4.34,4,7.96,6.82,7.18,4.16,54.5,58.0,5.99,0.33,0.35,0.26,0.46,0.76,6.62,22,309,0.89,8,1,582.54,3,5.62,6.13,4.21,22.07,10.33,6.16,6.5,87,7
34,Female,83878,11.76,22,16,8.52,1.36,0.7,2,7.62,6.26,7.48,7.19,52.98,66.18,8.74,0.57,0.3,0.86,0.35,0.9,2.91,47,172,3.64,2,0,307.1,0,2.69,2.12,7.08,25.81,12.89,1.76,1.59,95,8
39,Female,36268,0.5,20,16,4.79,1.43,0.66,1,3.48,7.21,5.08,6.3,69.17,80.18,1.82,0.53,0.23,0.18,0.35,0.43,4.88,4,456,6.19,1,0,271.47,3,3.77,0.71,8.21,22.14,4.96,2.17,3.01,87,8
53,Female,134968,3.84,13,15,9.0,4.98,1.06,6,5.52,5.73,4.51,5.69,89.31,42.58,3.31,0.47,0.16,0.55,0.41,0.4,6.41,1,420,0.31,5,1,1041.25,0,2.84,7.38,6.0,22.17,8.14,2.57,3.38,77,7
33,Male,148374,9.34,12,5,8.64,1.46,0.45,3,5.75,10.0,5.63,3.84,100.0,65.25,6.4,0.9,0.39,0.18,0.38,0.13,5.01,8,298,2.44,8,0,231.72,3,6.6,3.34,9.36,21.65,13.85,7.22,2.61,38,8
37,Female,48770,4.36,17,5,8.29,1.48,1.01,1,8.38,5.18,7.52,7.81,79.22,67.56,3.56,0.46,0.38,0.28,0.35,0.82,9.22,7,121,0.95,4,1,378.77,3,6.44,2.35,3.46,23.11,5.69,6.07,7.49,95,4
34,Male,135236,4.0,4,4,6.33,5.42,5.38,3,5.06,5.35,3.56,8.7,81.76,100.0,1.1,0.8,0.32,0.11,0.1,0.64,16.16,31,378,1.13,4,0,209.38,1,7.9,5.31,4.43,20.5,9.94,5.0,5.08,67,10
59,Male,31479,6.47,20,6,6.81,1.15,6.35,3,7.58,4.26,6.12,3.8,47.0,69.63,4.0,0.07,0.22,0.24,0.81,0.81,7.59,41,328,1.68,2,1,664.99,0,6.14,6.7,10.0,26.63,10.06,5.15,0.04,19,6
56,Female,39217,2.97,29,9,6.37,0.1,2.44,4,2.42,10.0,6.46,7.62,80.57,60.29,2.23,0.44,0.37,0.24,0.49,0.72,2.52,46,166,0.73,4,1,115.35,2,7.22,5.27,7.91,25.66,4.39,4.77,1.28,27,10
51,Female,41508,2.48,28,3,9.62,5.61,0.21,9,5.58,6.11,3.85,8.05,81.48,58.73,0.11,0.32,0.28,0.45,0.23,0.32,2.28,18,330,0.74,1,1,197.86,1,4.03,7.75,7.71,21.31,5.78,5.61,3.46,28,9
24,Male,85992,1.27,36,14,8.65,1.11,0.47,4,4.69,3.64,5.11,7.88,71.17,64.76,0.68,0.71,0.56,0.3,0.32,0.18,10.44,4,42,1.17,1,1,203.43,3,5.6,3.32,9.89,20.79,3.59,7.02,4.85,93,1
57,Female,126855,0.71,8,24,7.19,0.01,2.92,4,5.14,4.67,5.89,9.36,72.72,41.4,0.07,0.29,0.44,0.55,0.59,0.39,4.49,17,78,0.51,8,1,85.7,0,2.84,2.95,6.16,27.58,1.47,6.9,2.61,74,1
27,Other,24850,5.24,8,2,5.42,4.69,0.1,1,5.93,6.39,7.11,6.56,48.9,76.82,2.78,0.2,0.18,0.25,0.54,0.24,17.18,12,87,0.53,0,1,619.19,0,8.58,5.42,3.55,30.44,7.22,3.74,5.66,69,3
27,Female,147448,2.11,34,7,6.33,3.15,5.23,10,5.85,5.4,6.89,6.06,48.81,83.9,3.02,0.34,0.18,0.11,0.8,0.53,0.45,1,365,2.5,2,0,111.72,3,8.01,4.44,3.39,28.59,2.99,5.5,5.59,25,3
43,Female,24107,5.54,6,14,9.3,0.76,0.13,10,4.15,5.82,3.86,4.49,87.21,74.65,1.86,0.55,0.39,0.23,0.54,0.2,8.24,42,384,2.28,2,0,60.06,2,7.33,4.89,8.11,34.29,10.84,5.85,3.78,17,4
54,Male,33981,2.78,16,18,5.82,3.04,0.75,5,5.15,6.38,7.22,7.74,38.72,58.53,3.5,0.49,0.31,0.72,0.73,0.55,2.33,17,464,0.35,7,0,210.27,3,4.41,4.62,0.97,23.11,3.17,7.95,8.54,42,9
52,Male,9343,0.83,9,24,6.69,5.21,5.47,1,5.57,6.76,4.9,6.9,55.93,72.55,0.0,0.24,0.46,0.03,0.04,0.74,13.82,16,431,2.93,8,1,125.58,1,5.04,4.35,7.66,25.68,8.09,8.27,1.12,63,3
52,Female,105287,2.36,1,7,8.69,0.13,1.23,9,4.56,9.9,5.12,5.74,62.18,76.29,1.93,0.46,0.23,0.1,0.11,0.7,2.15,12,271,5.98,9,0,385.23,3,2.57,7.94,1.84,20.15,6.15,5.4,3.04,83,7
50,Male,89548,3.06,24,8,6.93,1.32,0.1,8,5.18,6.29,7.61,3.53,55.54,97.94,1.94,0.32,0.17,0.76,0.39,0.88,7.3,44,193,1.27,8,1,255.48,2,4.97,7.7,4.2,27.99,3.58,6.17,3.88,29,5
42,Male,104955,3.06,17,24,4.58,0.57,0.28,6,4.24,1.92,8.84,2.99,93.74,55.36,3.49,0.37,0.2,0.47,0.7,0.53,10.8,5,129,0.71,4,1,521.17,0,6.33,4.0,2.38,26.52,4.9,5.69,3.95,90,2
58,Male,36298,2.44,37,14,8.75,2.51,3.71,5,5.23,5.7,7.48,4.67,75.41,68.81,2.77,0.38,0.47,0.76,0.3,0.5,3.63,0,90,1.92,4,0,21.55,0,5.19,4.71,8.17,23.93,7.7,1.9,4.4,40,8
46,Male,61080,3.72,15,11,6.54,2.47,0.17,7,1.6,5.34,4.91,4.74,74.0,73.05,2.19,0.78,0.21,0.51,0.68,0.84,4.06,37,317,1.3,5,1,48.7,2,3.61,5.76,4.5,21.41,6.43,3.54,4.14,51,9
40,Male,21204,1.38,3,9,5.46,5.14,0.71,1,3.72,7.87,3.09,5.61,87.99,35.52,2.09,0.74,0.39,0.69,0.89,0.75,6.7,9,352,0.95,3,1,294.02,0,5.4,9.16,6.62,24.12,5.58,7.11,8.3,51,2
52,Male,76040,6.69,17,20,6.21,0.9,4.65,5,4.6,2.46,9.98,5.02,79.17,79.06,3.22,0.76,0.07,0.77,0.13,0.47,6.55,6,386,0.65,8,0,118.59,3,4.46,5.86,7.73,25.54,7.91,3.5,4.69,73,7
